"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"CAN","Canada","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",93.14,,
"CAN","Canada","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",87.67,,
"CAN","Canada","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",85.48,,
"CAN","Canada","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",89.69,,
"CAN","Canada","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",88.15,,
"CAN","Canada","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",83.71,,
"CAN","Canada","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",73.12,,
"CAN","Canada","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",65.9,,
"CAN","Canada","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",65.81,,
"CAN","Canada","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",58.91,,
"CAN","Canada","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",59.82,,
"CAN","Canada","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",55.5,,
"CAN","Canada","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",51.6,,
"CAN","Canada","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2000","2000",162.4,,
"CAN","Canada","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2001","2001",152.36,,
"CAN","Canada","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2002","2002",156.9,,
"CAN","Canada","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2003","2003",147.17,,
"CAN","Canada","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",143.34,,
"CAN","Canada","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",151.49,,
"CAN","Canada","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2006","2006",145.46,,
"CAN","Canada","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2007","2007",133.69,,
"CAN","Canada","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2008","2008",115.28,,
"CAN","Canada","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2009","2009",103.61,,
"CAN","Canada","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2010","2010",102.44,,
"CAN","Canada","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2011","2011",90.93,,
"CAN","Canada","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2012","2012",92.95,,
"CAN","Canada","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2013","2013",84.8,,
"CAN","Canada","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2014","2014",77.92,,
"CAN","Canada","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2000","2000",0.01,,
"CAN","Canada","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2001","2001",0.01,,
"CAN","Canada","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2002","2002",0.01,,
"CAN","Canada","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2003","2003",0.01,,
"CAN","Canada","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2004","2004",0.01,,
"CAN","Canada","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2005","2005",0.01,,
"CAN","Canada","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2006","2006",0.01,,
"CAN","Canada","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0.01,,
"CAN","Canada","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0.01,,
"CAN","Canada","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0.01,,
"CAN","Canada","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0.01,,
"CAN","Canada","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0.01,,
"CAN","Canada","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0.01,,
"CAN","Canada","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2013","2013",0.01,,
"CAN","Canada","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2014","2014",0.01,,
"CHN","China","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",82.62,,
"CHN","China","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",75.74,,
"CHN","China","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",68.23,,
"CHN","China","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",61.95,,
"CHN","China","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",55.47,,
"CHN","China","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",50.9,,
"CHN","China","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",48.76,,
"CHN","China","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",46.41,,
"CHN","China","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",44.42,,
"CHN","China","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",42.96,,
"HRV","Croatia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",147.99,,
"HRV","Croatia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",145.72,,
"HRV","Croatia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",141.22,,
"HRV","Croatia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",157.88,,
"HRV","Croatia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",136.97,,
"HRV","Croatia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",134.4,,
"HRV","Croatia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",138.29,,
"HRV","Croatia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",139.54,,
"HRV","Croatia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",149.73,,
"HRV","Croatia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",123.73,,
"HRV","Croatia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",96.43,,
"HRV","Croatia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",97.65,,
"HRV","Croatia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",92.09,,
"HRV","Croatia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",86.47,,
"HRV","Croatia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",72.67,,
"HRV","Croatia","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",82.38,,
"HRV","Croatia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",393.58,,
"HRV","Croatia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",372.5,,
"HRV","Croatia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2006","2006",368.26,,
"HRV","Croatia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2007","2007",357.35,,
"HRV","Croatia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2008","2008",370.27,,
"HRV","Croatia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2009","2009",308.98,,
"HRV","Croatia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2010","2010",243.44,,
"HRV","Croatia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2011","2011",238.82,,
"HRV","Croatia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2012","2012",236.98,,
"HRV","Croatia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2013","2013",221.35,,
"HRV","Croatia","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2014","2014",181.91,,
"HRV","Croatia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2000","2000",0.05,,
"HRV","Croatia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2001","2001",0.04,,
"HRV","Croatia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2002","2002",0.04,,
"HRV","Croatia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2003","2003",0.04,,
"HRV","Croatia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2004","2004",0.03,,
"HRV","Croatia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2005","2005",0.03,,
"HRV","Croatia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2006","2006",0.03,,
"HRV","Croatia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0.03,,
"HRV","Croatia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0.03,,
"HRV","Croatia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0.03,,
"HRV","Croatia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0.02,,
"HRV","Croatia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0.02,,
"HRV","Croatia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0.02,,
"HRV","Croatia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2013","2013",0.02,,
"HRV","Croatia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2014","2014",0.02,,
"HRV","Croatia","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2015","2015",0.02,,
"CZE","Czech Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",144.9,,
"CZE","Czech Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",130.57,,
"CZE","Czech Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",140.34,,
"CZE","Czech Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",141.95,,
"CZE","Czech Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",135.53,,
"CZE","Czech Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",125.94,,
"CZE","Czech Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",103.82,,
"CZE","Czech Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",118.65,,
"CZE","Czech Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",103.61,,
"CZE","Czech Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",86.27,,
"CZE","Czech Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",76.57,,
"CZE","Czech Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",73.65,,
"CZE","Czech Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",70.59,,
"CZE","Czech Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",62.2,,
"CZE","Czech Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",65.37,,
"CZE","Czech Republic","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",69.94,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2000","2000",320.53,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2001","2001",290.95,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2002","2002",304.47,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2003","2003",298.35,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",281.29,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",254.45,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2006","2006",201.52,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2007","2007",221.98,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2008","2008",186.22,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2009","2009",149.99,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2010","2010",133.2,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2011","2011",126.74,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2012","2012",119.58,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2013","2013",102.68,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2014","2014",108.18,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2015","2015",113.56,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2000","2000",0.04,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2001","2001",0.03,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2002","2002",0.03,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2003","2003",0.03,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2004","2004",0.03,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2005","2005",0.03,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2006","2006",0.02,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0.02,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0.02,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0.02,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0.02,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0.02,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0.02,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2013","2013",0.01,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2014","2014",0.01,,
"CZE","Czech Republic","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2015","2015",0.01,,
"DNK","Denmark","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",93.27,,
"DNK","Denmark","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",80.43,,
"DNK","Denmark","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",86.12,,
"DNK","Denmark","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",80.14,,
"DNK","Denmark","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",68.28,,
"DNK","Denmark","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",61.08,,
"DNK","Denmark","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",56.28,,
"DNK","Denmark","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",74.34,,
"DNK","Denmark","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",73.9,,
"DNK","Denmark","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",54.86,,
"DNK","Denmark","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",45.97,,
"DNK","Denmark","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",39.49,,
"DNK","Denmark","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",29.87,,
"DNK","Denmark","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",34.02,,
"DNK","Denmark","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2000","2000",206.72,,
"DNK","Denmark","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2001","2001",177.07,,
"DNK","Denmark","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2002","2002",187,,
"DNK","Denmark","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2003","2003",172.66,,
