"COUNTRY","Country","VARIABLE","Variable","UNIT","Unit","YEAR","Year","Value","Flag Codes","Flags"
"LVA","Latvia","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2006","2006",,"M","Missing value; data cannot exist"
"LVA","Latvia","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2007","2007",,"M","Missing value; data cannot exist"
"LVA","Latvia","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2008","2008",,"M","Missing value; data cannot exist"
"LVA","Latvia","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2009","2009",,"M","Missing value; data cannot exist"
"LVA","Latvia","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2010","2010",,"M","Missing value; data cannot exist"
"LVA","Latvia","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2011","2011",,"M","Missing value; data cannot exist"
"LVA","Latvia","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2012","2012",,"M","Missing value; data cannot exist"
"LVA","Latvia","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2013","2013",,"M","Missing value; data cannot exist"
"LVA","Latvia","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2014","2014",,"M","Missing value; data cannot exist"
"LVA","Latvia","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2015","2015",,"M","Missing value; data cannot exist"
"GEO","Georgia","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2003","2003",0,,
"GEO","Georgia","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2004","2004",7000000,,
"GEO","Georgia","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2005","2005",10000000,,
"GEO","Georgia","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2006","2006",7000000,,
"GEO","Georgia","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2007","2007",10000000,,
"GEO","Georgia","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2008","2008",65000000,"B","Break"
"GEO","Georgia","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2009","2009",55000000,,
"GEO","Georgia","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2010","2010",57000000,,
"GEO","Georgia","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2011","2011",31000000,,
"GEO","Georgia","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2012","2012",16000000,,
"GEO","Georgia","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2013","2013",26000000,,
"GEO","Georgia","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2014","2014",7000000,,
"NOR","Norway","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1995","1995",,"M","Missing value; data cannot exist"
"NOR","Norway","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1996","1996",,"M","Missing value; data cannot exist"
"NOR","Norway","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1997","1997",,"M","Missing value; data cannot exist"
"NOR","Norway","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1998","1998",,"M","Missing value; data cannot exist"
"NOR","Norway","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1999","1999",,"M","Missing value; data cannot exist"
"NOR","Norway","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2000","2000",,"M","Missing value; data cannot exist"
"NOR","Norway","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2001","2001",,"M","Missing value; data cannot exist"
"NOR","Norway","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2002","2002",,"M","Missing value; data cannot exist"
"NOR","Norway","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2003","2003",,"M","Missing value; data cannot exist"
"NOR","Norway","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2004","2004",,"M","Missing value; data cannot exist"
"NOR","Norway","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2005","2005",,"M","Missing value; data cannot exist"
"NOR","Norway","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2006","2006",,"M","Missing value; data cannot exist"
"NOR","Norway","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2007","2007",,"M","Missing value; data cannot exist"
"NOR","Norway","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2008","2008",,"M","Missing value; data cannot exist"
"NOR","Norway","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2009","2009",,"M","Missing value; data cannot exist"
"NOR","Norway","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2010","2010",,"M","Missing value; data cannot exist"
"NOR","Norway","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2011","2011",,"M","Missing value; data cannot exist"
"NOR","Norway","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2012","2012",,"M","Missing value; data cannot exist"
"NOR","Norway","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2013","2013",,"M","Missing value; data cannot exist"
"NOR","Norway","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2014","2014",,"M","Missing value; data cannot exist"
"NOR","Norway","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2015","2015",,"M","Missing value; data cannot exist"
"LUX","Luxembourg","I-INV-AIR","Airport infrastructure investment","NAT","National currency","1995","1995",0,,
"LUX","Luxembourg","I-INV-AIR","Airport infrastructure investment","NAT","National currency","1996","1996",0,,
"LUX","Luxembourg","I-INV-AIR","Airport infrastructure investment","NAT","National currency","1997","1997",1343583,,
"LUX","Luxembourg","I-INV-AIR","Airport infrastructure investment","NAT","National currency","1998","1998",768470,,
"LUX","Luxembourg","I-INV-AIR","Airport infrastructure investment","NAT","National currency","1999","1999",1439127,,
"LUX","Luxembourg","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2000","2000",2928510,,
"LUX","Luxembourg","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2001","2001",3526426,,
"LUX","Luxembourg","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2002","2002",992179,,
"LUX","Luxembourg","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2003","2003",17725441,,
"LUX","Luxembourg","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2004","2004",23496859,,
"LUX","Luxembourg","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2005","2005",26344767,,
"LUX","Luxembourg","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2006","2006",70565647,,
"LUX","Luxembourg","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2007","2007",64233842,,
"LUX","Luxembourg","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2008","2008",46614632,,
"LUX","Luxembourg","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2009","2009",18755035,,
"LUX","Luxembourg","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2010","2010",6720168,,
"LUX","Luxembourg","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2011","2011",12481575,,
"LUX","Luxembourg","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2012","2012",10978496,,
"LUX","Luxembourg","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2013","2013",171801,,
"LUX","Luxembourg","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2014","2014",460268,,
"LUX","Luxembourg","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2015","2015",1863808,,
"ITA","Italy","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1995","1995",10000000,,
"ITA","Italy","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1996","1996",9000000,,
"ITA","Italy","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1997","1997",9000000,,
"ITA","Italy","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1998","1998",22000000,,
"ITA","Italy","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1999","1999",11000000,,
"ITA","Italy","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2000","2000",30000000,,
"ITA","Italy","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2001","2001",26000000,,
"ITA","Italy","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2002","2002",16000000,,
"ITA","Italy","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2003","2003",35000000,,
"ITA","Italy","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2004","2004",51000000,,
"ITA","Italy","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2005","2005",53000000,,
"ITA","Italy","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2006","2006",56000000,,
"ITA","Italy","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2007","2007",29000000,,
"ITA","Italy","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2008","2008",34000000,,
"ITA","Italy","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2009","2009",27000000,,
"ITA","Italy","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2010","2010",42000000,,
"ITA","Italy","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2011","2011",36000000,,
"ITA","Italy","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2012","2012",52000000,,
"ITA","Italy","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2013","2013",136000000,,
"ITA","Italy","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2014","2014",358000000,,
"MLT","Malta","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1995","1995",,"M","Missing value; data cannot exist"
"MLT","Malta","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1996","1996",,"M","Missing value; data cannot exist"
"MLT","Malta","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1997","1997",,"M","Missing value; data cannot exist"
"MLT","Malta","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1998","1998",,"M","Missing value; data cannot exist"
"MLT","Malta","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1999","1999",,"M","Missing value; data cannot exist"
"MLT","Malta","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2000","2000",,"M","Missing value; data cannot exist"
"MLT","Malta","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2001","2001",,"M","Missing value; data cannot exist"
"MLT","Malta","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2002","2002",,"M","Missing value; data cannot exist"
